id,title,release_date,developer,publisher,genres,multiplayer_or_singleplayer,price,percent_positive,win_support,mac_support,lin_support
9891,Echoes of the Fey: The Fox's Trail,16-08-2016,Woodsy Studio,Woodsy Studio,Adventure;Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,349,100%,1,0,0
9892,GlassSmash,16-04-2019,Anvate Games,Anvate Games,Indie,Single-player;Steam Cloud,42,81%,1,0,0
9893,Manaya,25-05-2018,Wurrad,Wurrad,Action;Adventure;Indie,Single-player;Steam Achievements,125,61%,1,1,1
9894,Cthulhu Realms,01-07-2016,White Wizard Games,White Wizard Games,Strategy,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;In-App Purchases,Free to play,80%,1,1,0
9895,Toby: The Secret Mine,20-10-2015,Lukas Navratil,Lukas Navratil,Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,349,93%,1,1,1
9896,Courtyard Broomball,01-06-2018,Newfa Games,Newfa Games,Casual;Indie;Sports;Early Access,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards,399,83%,1,0,0
9897,Mr. Shadow,17-11-2016,bycomb,bycomb,Adventure;Casual;Indie,Single-player;Steam Trading Cards,259,100%,1,0,0
9898,Little Cells,04-06-2015,Fully Bugged,Fully Bugged,Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,165,94%,1,1,1
9899,BlamBox,02-10-2018,Heavenward Games,Heavenward Games,Action;Casual;Indie,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,105,53%,1,0,0
9900,Terraform,08-05-2015,Holgersson Entertainment,Holgersson Entertainment,Indie;Simulation;Strategy,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Includes level editor,125,73%,1,0,0
9901,Save Your Mother,03-12-2015,Tuomo Laine,Tuomo's games,Action;RPG,Single-player;Steam Achievements;Steam Trading Cards,125,84%,1,0,0
9902,AceSpeeder3,09-07-2018,RAINGRAPH,DLsite,Action;Casual;Indie;Racing,Single-player,125,92%,1,0,0
9903,"Upwards, Lonely Robot",10-03-2016,Random Layers,Kasedo Games,Adventure;Casual;Indie,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,369,61%,1,0,0
9904,Star Command Galaxies,17-09-2015,Warballoon,Warballoon,Indie;Simulation;Strategy;Early Access,Single-player,459,67%,1,1,0
9905,Sacra Terra: Kiss of Death Collector’s Edition,02-02-2017,Alawar Five-BN,Alawar Entertainment,Adventure;Casual,Single-player;Steam Achievements;Steam Trading Cards,369,95%,1,0,0
9906,Later On,26-01-2018,Penumbra Games,Penumbra Games,Violent;Gore;Adventure;Indie,Single-player;Steam Achievements;Steam Cloud,85,63%,1,0,0
9907,Azurea Juncture,15-11-2016,Rimebelle Express,Rimebelle Express,Casual,Single-player;Steam Achievements;Steam Trading Cards,259,78%,1,1,1
9908,Trains VR,30-08-2018,The House of Fables,The House of Fables,Casual;Indie;Simulation;Strategy,Single-player;Steam Achievements,459,100%,1,0,0
9909,Kindled Cavern,13-01-2017,Pretty Okay Games,Pretty Okay Games,Action;Adventure;Indie,Single-player,259,92%,1,0,0
9910,MOAI 2: Path to Another World,16-07-2015,Toyman Interactive;Alawar Entertainment,Buka Entertainment,Adventure;Casual;Simulation;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,349,90%,1,0,0
9911,Tiny Wheels,06-01-2017,Robbie Tilton,Robbie Tilton,Simulation,Single-player,119,86%,1,0,0
9912,Bik - A Space Adventure,14-10-2014,Zotnip,Zotnip,Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,199,80%,1,1,1
9913,Bitcoin Tycoon - Mining Simulation Game,01-08-2018,99 Game Studio,99 Game Studio,Casual;Indie;Simulation,Single-player,349,77%,1,0,0
9914,Morphine,28-10-2015,Kerim Kumbasar,Kerim Kumbasar,Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards,169,76%,1,0,0
9915,Aces Wild: Manic Brawling Action!,31-01-2014,Culture Attack Studio;Tyler Doak,Culture Attack Studio,Action;Indie,Single-player;Shared/Split Screen;Partial Controller Support,369,100%,1,0,0
9916,Demon Hunter 4: Riddles of Light,22-02-2018,Brave Giant LTD,Artifex Mundi,Adventure;Casual,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,459,47%,1,1,1
9917,VR Curling,18-01-2019,Brian Macumber,Brian Macumber,Indie;Sports,Single-player;Multi-player;Online Multi-Player;Local Multi-Player,199,95%,1,0,0
9918,Trials of the Blood Dragon,13-06-2016,Redlynx;Ubisoft Kiev,Ubisoft,Racing,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,749,100%,1,0,0
9919,Evil Robot Traffic Jam HD,26-08-2016,"Element Games, LLC","Element Games, LLC",Action;Casual;Indie;Strategy,Single-player,199,76%,1,0,0
9920,Pills4Skills,25-01-2016,Petro Shoferystov,Petro Shoferystov,Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,169,92%,1,1,1
9921,Legends of Iskaria: Days of Thieves,06-07-2017,Ludovic Lafferayrie,Ludovic Lafferayrie,Adventure;Indie;RPG,Single-player;Full controller support,85,61%,1,0,0
9922,Null Vector,03-05-2018,Optical Override,Optical Override,Action;Indie,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Partial Controller Support,199,100%,1,0,0
9923,Combat Cats,26-06-2015,Dingo Dango,Dingo Dango,Action;Adventure;Casual;Indie;RPG;Strategy,Single-player;Steam Achievements;Steam Leaderboards,125,40%,1,0,0
9924,A Long Way Home,27-05-2016,Jonathan Mulcahy,Jonathan Mulcahy,Adventure;Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards,119,75%,1,1,1
9925,Casino Slot Machines,26-12-2017,Boogygames Studios, Boogygames Studios,Adventure;Casual;Indie;Simulation;Sports,Single-player,85,70%,1,0,0
9926,Cavern of Time,10-02-2017,SimProse Studios,Aldorlea Games,Adventure;Casual;Indie;RPG;Simulation;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,229,90%,1,0,0
9927,Squareboy vs Bullies: Arena Edition,07-12-2017,Rohan Narang;Ratalaika Games S.L.,Ratalaika Games S.L.,Action;Adventure;Indie,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,259,94%,1,0,0
9928,Cube Link,23-10-2017,Hannes Delbeke,Hannes Delbeke,Casual;Indie,Single-player;Steam Achievements;Steam Cloud,199,100%,1,0,0
9929,Lightseekers,31-01-2019,PlayFusion,PlayFusion,Free to Play;Strategy,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases;Stats,Free to play,77%,1,1,0
9930,Plant Fire Department - The Simulation,29-08-2016,VIS-Games,United Independent Entertainment GmbH,Action;Simulation,Single-player;Steam Achievements,479,83%,1,0,0
9931,Doors & Rooms,31-01-2019,Gameday Inc.;Iplay Inc.,Gameday Inc.,Adventure;Indie;Strategy,Single-player;Steam Achievements,259,76%,1,0,0
9932,Super Weekend Mode,09-04-2018,Pixelteriyaki,Pixelteriyaki,Action;Indie,Single-player;Partial Controller Support,125,57%,1,1,0
9933,Empathy: Path of Whispers,16-05-2017,Pixel Night,Iceberg Interactive,Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,529,100%,1,0,0
9934,Box Looter 2018,27-11-2017,Ludo Land,Ludo Land,Indie,Single-player;Steam Achievements,42,65%,1,0,0
9935,MoonQuest,13-07-2018,Wizard Mode,Wizard Mode,Action;Adventure;Indie;Early Access,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,529,76%,1,0,0
9936,While you are Downloading,02-03-2018,Alien Nude LTD,Alien Nude LTD,Action;Indie;Early Access,Single-player;Full controller support,42,72%,1,0,0
9937,Harvest Life,10-11-2017,bumblebee,rokapublish,Casual;Indie;Simulation,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,459,100%,1,1,1
9938,Constant C,11-03-2014,"International Games System, Co., LTD.","International Games System, Co., LTD.",Action;Casual;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,369,100%,1,0,0
9939,Bermuda,17-03-2015,InvertMouse,InvertMouse,Adventure;Indie,Single-player;Steam Trading Cards,125,92%,1,1,1
9940,GACHIMUCHI REBIRTH,31-01-2019,Volha,Volha,Action;Adventure;Casual;Indie;RPG;Simulation,Single-player;Partial Controller Support,43,100%,1,0,0
9941,Knife Club,09-10-2017,LiquidFire Entertainment,LiquidFire Entertainment,Action;Indie;Early Access,Multi-player;Online Multi-Player,219,46%,1,0,0
9942,Dream Golf VR,03-11-2017,Isaac Stearns,Isaac Stearns,Casual;Free to Play;Indie;Sports,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Free to play,100%,1,0,0
9943,Non-Linear Text Quests,24-07-2018,NLB project,NLB project,Adventure;Indie,Single-player;Steam Achievements;Steam Cloud,Free to play,65%,1,0,1
9944,DYING: Reborn,10-01-2018,NEKCOM Entertainment,Coconut Island Games;Oasis Games,Gore;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,419,79%,1,0,0
9945,The Book of Legends,14-03-2014,Aldorlea Games,Aldorlea Games,Adventure;Indie;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,349,62%,1,0,0
9946,Fritz for Fun 13,10-12-2014,Chessbase,Viva Media,Casual;Strategy,Single-player;Multi-player,529,50%,1,0,0
9947,Sons of Triskelion,11-04-2017,Warfare Studios,Warfare Studios,Adventure;Casual;Indie;RPG;Simulation;Strategy,Steam Trading Cards;Partial Controller Support;Steam Cloud,229,94%,1,0,0
9948,Super Steampunk Pinball 2D,19-01-2018,NCC Moore;Steve McRae,Devonian Interactive,Action;Casual,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Stats;Steam Leaderboards,85,90%,1,1,1
9949,KOTH,01-09-2016,Abbeytek Ltd,Abbeytek Ltd,Action;Indie;Strategy,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,319,86%,1,0,0
9950,Wish Project,22-03-2016,Andrew Willman,Andrew Willman,Action;Indie,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,119,77%,1,0,0
9951,Trivia Vault: TV Trivia,03-05-2018,Ripknot Systems,Ripknot Systems,Action;Casual;Simulation;Strategy,Single-player;Steam Achievements,700,86%,1,0,0
9952,Bombernauts,29-12-2017,Eyebrow Interactive,Eyebrow Interactive,Action;Indie,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,369,100%,1,1,1
9953,Oval,08-06-2018,Reactor Heart,Reactor Heart ,Action;Indie;Early Access,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Includes level editor,329,64%,1,0,0
9954,EVEREST VR™,02-08-2016,Sólfar Studios;RVX,Sólfar Studios,Simulation,Single-player,349,62%,1,0,0
9955,Ashes of Immortality,26-06-2015,Warfare Studios,Warfare Studios,Adventure;Casual;Indie;RPG,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,399,92%,1,0,0
9956,40 Winks,22-10-2018,Eurocom,Piko Interactive LLC,Action;Adventure,Single-player;Partial Controller Support,419,90%,1,0,0
9957,Awesome Machine,07-07-2017,Bellosoft,Bellosoft,Casual;Indie;Simulation,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,85,90%,1,0,0
9958,Secrets of Arcadia,02-10-2017,Team OctoPoodle,Team OctoPoodle,Action;Adventure;Indie;RPG,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support,199,44%,1,1,0
9959,Restoration,18-08-2017,Team Syukino,Team Syukino,Indie;RPG,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,125,76%,1,0,0
9960,Vertical Drop Heroes HD,25-07-2014,Nerdook Productions,Digerati Distribution,Action;Indie,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,319,91%,1,1,0
9961,No70: Eye of Basir,28-06-2017,Oldmoustache Gameworks,Artcom FZC,Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support,349,91%,1,0,0
9962,Diamond Dan,08-10-2010,Grendel Games,Grendel Games,Action;Adventure;Casual;Indie,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,58,100%,1,1,0
9963,Jacob Jones and the Bigfoot Mystery : Episode 2,23-09-2014,Lucid Games Ltd,Lucid Games Ltd,Adventure,Single-player;Steam Achievements;Stats,165,100%,1,0,0
9964,Everything is Black and White,23-04-2015,Thomas Gwaltney,Thomas Gwaltney,Indie,Single-player,Free to play,61%,1,0,0
9965,Legend of Mysteria RPG,09-10-2015,Labyrinthine,EQ Games,Action;Adventure;Indie;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,55,77%,1,0,0
9966,Dawn of Andromeda,04-05-2017,Grey Wolf Entertainment,Iceberg Interactive,Indie;Strategy,Single-player;Steam Achievements;Steam Trading Cards,699,85%,1,0,0
9967,Azurael's Circle: Chapter 3,29-11-2018,Jordan Allen,Jordan Allen,Adventure;Indie,Single-player;Full controller support,85,100%,1,0,0
9968,Pixel Puzzles: UndeadZ,06-06-2014,DL Softworks,DL Softworks,Action;Casual;Indie;Simulation;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,199,74%,1,0,0
9969,Weather Lord: The Successor's Path,07-05-2015,Yustas Game Studio;Alawar Entertainment,Buka Entertainment,Casual;Indie;Simulation;Strategy,Single-player;Steam Trading Cards,259,100%,1,0,0
9970,On the front line,19-10-2016,Alekseev,Alekseev,Indie;Simulation,Single-player;Steam Trading Cards,419,93%,1,1,1
9971,Wacky Wings VR,16-01-2017,Pocket Money Games,Pocket Money Games ,Casual;Indie;Racing,Single-player;Steam Achievements;Full controller support,42,86%,1,0,0
9972,Draw Rider 2,13-02-2019,17Studio,17Studio,Action;Adventure;Indie;Massively Multiplayer;Racing;Simulation,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Includes level editor,125,91%,1,1,0
9973,FootRock,14-10-2016,diman production,diman production,Action;Adventure;Casual;Indie;Sports,Single-player;Steam Achievements;Steam Trading Cards,58,86%,1,0,0
9974,WEED,28-01-2018,CUTE ANIME GIRLS,Tranquility games,Casual;Indie,Single-player;Steam Achievements,42,83%,1,0,0
9975,Teddy Floppy Ear - Kayaking,16-01-2015,Forever Entertainment S. A.,Forever Entertainment S. A.,Adventure;Casual;Indie,Single-player;Steam Trading Cards;Steam Cloud,259,100%,1,1,1
9976,Riddles Of The Past,22-07-2016,MysteryTag;Far Mills,RunServer,Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards,259,70%,1,0,0
9977,Starship Rubicon,13-07-2015,Wickworks,Cheerful Ghost,Action;Indie,Single-player;Steam Trading Cards;Partial Controller Support;Steam Cloud;Includes level editor,369,92%,1,1,1
9978,MRS SNAKE,19-03-2018,Create Our Freedom,Create Our Freedom,Action;Casual;Indie,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,85,87%,1,0,0
9979,Hero Go,16-05-2018,Black House,Black House,Casual;Indie,Single-player;Steam Achievements;Steam Cloud,85,83%,1,0,0
9980,Dwarflings,16-03-2017,Starwind Games,Starwind Games,Adventure;Indie;RPG;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,125,81%,1,1,1
9981,Super Samurai Rampage,01-08-2017,Brackish Games,Brackish Games,Violent;Gore;Action;Indie,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,119,78%,1,0,0
9982,Artifact Adventure,01-06-2015,bluffman,AGM PLAYISM,Indie;RPG,Single-player;Steam Trading Cards;Partial Controller Support,319,90%,1,0,0
9983,JUST BAT (VR CRICKET),12-09-2016,Shashitha Kularatna,Life VR,Sports,Single-player,42,100%,1,0,0
9984,Dandy: Or a Brief Glimpse Into the Life of the Candy Alchemist,04-08-2015,"wefiends, Inc.","wefiends, Inc.",Action;Indie,Single-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Stats,369,72%,1,1,0
9985,Axis Football 2016,29-07-2016,Axis Games,Axis Games,Simulation;Sports,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Commentary available,199,95%,1,1,1
9986,Gravity Error,12-08-2015,Faris Mohammed,Faris Mohammed,Indie,Single-player;Steam Achievements,259,84%,1,1,0
9987,1010,13-12-2017,WalkBoy Studio,WalkBoy Studio,Indie;Simulation;Strategy,Single-player,42,77%,1,0,0
9988,Escape This,04-05-2016,Four Winged Studio,Four Winged Studio,Casual;Indie;Strategy,Single-player;Steam Achievements;Steam Trading Cards,42,45%,1,1,0
9989,Owyn's Adventure,03-04-2019,Gazoid,Gazoid,Adventure;Indie,Single-player;Steam Achievements;Partial Controller Support,85,90%,1,1,0
9990,Gunpowder,08-07-2015,Rogue Rocket Games,Rogue Rocket Games,Action;Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,119,93%,1,1,1
9991,The Pillage,31-05-2018,Bishop Armstrong,Bishop Armstrong,Action;Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards,125,72%,1,0,0
9992,Spectrum,22-09-2016,3D Avenue,3D Avenue,Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,259,90%,1,1,1
9993,Defend The Highlands,06-11-2015,Kilted Camel,KISS ltd,Indie;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,199,61%,1,1,1
9994,The Detail,28-10-2014,Rival Games Ltd,Rival Games Ltd,Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats,125,100%,1,1,1
9995,One More Roll,02-11-2018,Oscar K,Oscar K,Casual;Indie;Racing;Early Access,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,399,85%,1,0,0
9996,ChargeShot,18-09-2015,Cowboy Color,Cowboy Color,Action;Indie,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,349,78%,1,0,0
9997,VR Formula,17-08-2017,SAT-BOX,SAT-BOX,Action;Racing,Single-player;Full controller support;Steam Leaderboards,439,94%,1,0,0
9998,Aerial Destruction,18-05-2017,Devdan Games,Devdan Games,Action;Casual;Indie;Simulation;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,199,75%,1,0,0
9999,Vintage Year,02-01-2015,Nooner Bear Studio,Nooner Bear Studio,Action;Indie,Single-player;Full controller support;Steam Trading Cards,165,100%,1,0,0
10000,Bulby - Diamond Course,19-01-2017,Rafael Senne,Paperdog Games,Adventure;Indie,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,169,45%,1,1,1
10001,Mustache in Hell,28-07-2016,IdunaSoft,IdunaSoft,Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,85,75%,1,0,0
10002,Zenith,20-09-2016,Infinigon,BadLand Publishing,Adventure;Indie;RPG,Single-player;Steam Achievements;Partial Controller Support,299,91%,1,0,0
10003,The Four Colour Theorem,26-03-2018,Jon Pennant,Jon Pennant,Casual;Indie,Single-player,42,100%,1,1,1
10004,Rig n Roll,09-07-2010,SoftLab-NSK,1C Entertainment,Simulation,Single-player;Steam Cloud,259,70%,1,0,0
10005,Orbox C,28-12-2016,wins_84;gamebalance,wins_84,Indie,Single-player;Steam Achievements;Steam Trading Cards,169,73%,1,0,0
10006,Monstro: Battle Tactics,03-12-2015,Retrocade.net,Retrocade.net,Casual;Indie;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,299,90%,1,0,0
10007,Antigraviator,06-06-2018,Cybernetic Walrus,Iceberg Interactive,Action;Indie;Racing;Sports,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,529,83%,1,0,0
10008,Puddle,09-11-2012,Neko Entertainment,Neko Entertainment,Action;Indie;Simulation,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,349,93%,1,1,1
10009,Saloon Showdown VR,10-10-2017,Matthew Peacock,Matthew Peacock,Violent;Action;Indie;Early Access,Single-player,42,92%,1,0,0
10010,inVokeR,20-07-2017,"8th Shore, Inc.","8th Shore, Inc.",Action;Indie;Early Access,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards,479,100%,1,0,0
